path,size,ext,bucket,linked,dup_of,disposition
screener_architecture/phase_screener_map3_promoter_family_thresholds/00_README.md,3594,.md,HISTORICAL-REPORT,True,,ARCHIVE
screener_architecture/phase_screener_map3_promoter_family_thresholds/map3_safety_audit.md,898,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_audits/2026-05-23_command_center_reliability_fix/DATA_PRODUCT_FRESHNESS_REGISTRY.md,3238,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_audits/2026-05-23_command_center_reliability_fix/ROOT_CAUSE_MATRIX.md,2893,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_audits/2026-05-23_command_center_reliability_fix/FIX_SUMMARY.md,3590,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_audits/2026-05-23_command_center_reliability_fix/discovery/holdings_guard.txt,66,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/2026-05-23_command_center_reliability_fix/discovery/freshness_check_AFTER.txt,1819,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/2026-05-23_command_center_reliability_fix/discovery/alpaca_mode.txt,18,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/2026-05-23_command_center_reliability_fix/discovery/git_head.txt,73,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/2026-05-23_command_center_reliability_fix/discovery/freshness_check_BEFORE.txt,1812,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/audit_7777_20260524_1001_fix/discovery/safety_flags.txt,50,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/audit_7777_20260524_1001_fix/discovery/holdings_guard.txt,66,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/audit_7777_20260524_1001_fix/discovery/git_head.txt,83,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/npm_build.txt,98,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/consistency_check.txt,851,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/manifest_summary.txt,87,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/freshness_check.txt,1824,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/git_log.txt,344,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/VERIFICATION_MATRIX.md,4792,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_audits/post_8b348c3/screenshots/technical.png,333527,.png,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/screenshots/pipeline.png,187979,.png,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/screenshots/agent_pipeline.png,480833,.png,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/screenshots/weekly_learning.png,78165,.png,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/screenshots/ai_analyst.png,404526,.png,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/screenshots/topic_monitor.png,464976,.png,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/screenshots/paper_proposals.png,388350,.png,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/screenshots/tax.png,180371,.png,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/screenshots/research_topics.png,645790,.png,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/screenshots/system_health.png,172712,.png,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/screenshots/incubator.png,1778395,.png,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/screenshots/alerts.png,95659,.png,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/endpoints/alerts.json,103558,.json,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/endpoints/research-topics.json,32870,.json,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/endpoints/data-product-health.json,1821,.json,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/endpoints/ai-analyst.json,29681,.json,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/endpoints/system-health.json,2901,.json,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/endpoints/agent-pipeline.json,81473,.json,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/endpoints/topics.json,46851,.json,SNAPSHOT-DUMP,False,,DELETE
ui_audits/post_8b348c3/endpoints/pipeline-health-master.json,39212,.json,SNAPSHOT-DUMP,False,,DELETE
ui_audits/2026-05-24_source_verification/REMAINING_FLAWS.md,4348,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_audits/2026-05-24_source_verification/SOURCE_BACKUP_VERIFICATION.md,1630,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_audits/2026-05-24_source_verification/CODE_FIX_VERIFICATION_MATRIX.md,1860,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_audits/2026-05-23_command_center_fix/ROOT_CAUSE_MATRIX.md,4248,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_audits/2026-05-23_command_center_fix/FIX_SUMMARY.md,3320,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_audits/2026-05-23_command_center_fix/discovery/pwd.txt,57,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/2026-05-23_command_center_fix/discovery/audit_manifest_summary.txt,408,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/2026-05-23_command_center_fix/discovery/consistency_check_AFTER.txt,794,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/2026-05-23_command_center_fix/discovery/holdings_guard.txt,66,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/2026-05-23_command_center_fix/discovery/consistency_check_BEFORE.txt,980,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/2026-05-23_command_center_fix/discovery/git_status_short.txt,787,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/2026-05-23_command_center_fix/discovery/alpaca_mode.txt,18,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/2026-05-23_command_center_fix/discovery/git_head.txt,83,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/2026-05-24_1100_followup/discovery/safety_env.txt,50,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/2026-05-24_1100_followup/discovery/holdings_guard.txt,51,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_audits/2026-05-24_1100_followup/discovery/git_log_5.txt,381,.txt,SNAPSHOT-DUMP,False,,DELETE
design/STOP_MANAGEMENT_V2_DESIGN.md,9575,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
design/signal_freshness_audit_2026-05-15/scan_to_proposal_lag.txt,692,.txt,SNAPSHOT-DUMP,False,,DELETE
design/signal_freshness_audit_2026-05-15/persistent_tickers.txt,138,.txt,SNAPSHOT-DUMP,False,,DELETE
design/signal_freshness_audit_2026-05-15/cross_strategy_overlap.txt,5059,.txt,SNAPSHOT-DUMP,False,,DELETE
design/signal_freshness_audit_2026-05-15/churn_by_strategy.txt,2407,.txt,SNAPSHOT-DUMP,False,,DELETE
design/signal_freshness_audit_2026-05-15/AUDIT_FINDINGS.md,6220,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
feeds/PHASE71A_FINVIZ_FEED_RESILIENCE_DESIGN.md,1412,.md,HISTORICAL-REPORT,False,,ARCHIVE
feeds/PHASE77A_RESEARCH_ONLY_FEED_FALLBACK_POLICY.md,780,.md,HISTORICAL-REPORT,False,,ARCHIVE
feeds/PHASE72E_OPS_BACKLOG_RECOVERY_UPDATE_DESIGN.md,379,.md,HISTORICAL-REPORT,False,,ARCHIVE
feeds/PHASE71B_FINVIZ_HEALTH_PREFLIGHT_SCRIPT_REPORT.md,486,.md,HISTORICAL-REPORT,False,,ARCHIVE
feeds/PHASE71C_FINVIZ_FAILURE_DEDUPE_INTEGRATION.md,284,.md,HISTORICAL-REPORT,False,,ARCHIVE
feeds/PHASE72A_FINVIZ_RECOVERY_EVIDENCE_INVENTORY.md,664,.md,HISTORICAL-REPORT,False,,ARCHIVE
feeds/PHASE72B_FINVIZ_THREE_CLEAN_RUN_VALIDATION.md,576,.md,HISTORICAL-REPORT,False,,ARCHIVE
feeds/PHASE72C_FINVIZ_COOKIE_ROTATION_RECOMMENDATION.md,347,.md,HISTORICAL-REPORT,False,,ARCHIVE
feeds/PHASE71D_FEED_FALLBACK_POLICY.md,511,.md,HISTORICAL-REPORT,False,,ARCHIVE
feeds/PHASE75A_THIRD_CLEAN_RUN_EVIDENCE.md,483,.md,HISTORICAL-REPORT,False,,ARCHIVE
feeds/PHASE71E_FEED_HEALTH_DASHBOARD_DESIGN.md,537,.md,HISTORICAL-REPORT,False,,ARCHIVE
system/SYSTEM_ACCESS_AND_APPLICATIONS_PAGE_REPORT.md,4096,.md,ACTIVE-SUBSYSTEM,False,,RETAIN
learning/PHASE194B_PROTECTION_PIPELINE_SCHEDULING.md,2122,.md,HISTORICAL-REPORT,False,,ARCHIVE
learning/PHASE194A_MFE_UNITS_FIX.md,2964,.md,HISTORICAL-REPORT,False,,ARCHIVE
learning/PHASE133_CLOSED_LOOP_LEARNING_LINEAGE_AUDIT.md,5505,.md,HISTORICAL-REPORT,False,,ARCHIVE
learning/PHASE138_140_LINEAGE_EFFECTIVENESS_OBSERVATION.md,1960,.md,HISTORICAL-REPORT,False,,ARCHIVE
learning/PHASE181E_PAPER_TRADE_BACKTEST_COMPARISON_INTEGRATION.md,2522,.md,HISTORICAL-REPORT,True,,ARCHIVE
learning/PHASE195A_CLOSE_TIMESTAMP_CAPTURE_FIX.md,2556,.md,HISTORICAL-REPORT,False,,ARCHIVE
learning/PHASE134_138_LEARNING_INFRASTRUCTURE.md,4260,.md,HISTORICAL-REPORT,False,,ARCHIVE
learning/PHASE196A_INTRADAY_MFE_SAME_DAY.md,2583,.md,HISTORICAL-REPORT,False,,ARCHIVE
learning/PHASE181C_CURRENT_PAPER_TRADE_LOOP_VALIDATION_REPORT.md,2414,.md,HISTORICAL-REPORT,True,,ARCHIVE
learning/PHASE193A_ADVISORY_OUTCOME_RECONCILER_DESIGN.md,2934,.md,HISTORICAL-REPORT,False,,ARCHIVE
learning/PHASE193B_RECONCILER_RUN_REPORT.md,2630,.md,HISTORICAL-REPORT,False,,ARCHIVE
learning/PHASE198A_THRESHOLD_TUNING_FRAMEWORK.md,2907,.md,HISTORICAL-REPORT,False,,ARCHIVE
learning/PHASE191H_PROFIT_PROTECTION_CLOSED_LOOP_LEARNING.md,2532,.md,HISTORICAL-REPORT,False,,ARCHIVE
learning/PHASE181D_HERMES_PAPER_TRADE_AUDIT_INTEGRATION.md,2237,.md,HISTORICAL-REPORT,True,,ARCHIVE
learning/PHASE181A_PAPER_TRADE_CLOSED_LOOP_FIELD_MAP.md,5631,.md,HISTORICAL-REPORT,True,,ARCHIVE
atm_audit_2026_05_26/atm_reenable_risk_register.md,1874,.md,HISTORICAL-REPORT,True,,ARCHIVE
atm_audit_2026_05_26/CURRENT_PROJECT_CONTEXT.md,6430,.md,HISTORICAL-REPORT,True,project/CURRENT_PROJECT_CONTEXT.md,DELETE
atm_audit_2026_05_26/AGENT_MONITORING_AUDIT.md,19850,.md,HISTORICAL-REPORT,False,,ARCHIVE
atm_audit_2026_05_26/STOP_AND_TRADE_MANAGEMENT_AUDIT.md,15072,.md,HISTORICAL-REPORT,False,,ARCHIVE
atm_audit_2026_05_26/atm_reenable_gate_checklist.md,1612,.md,HISTORICAL-REPORT,True,,ARCHIVE
atm_audit_2026_05_26/MONDAY_BURNIN_CHECKLIST.md,1936,.md,HISTORICAL-REPORT,True,MONDAY_BURNIN_CHECKLIST.md,DELETE
atm_audit_2026_05_26/SYSTEM_ARCHITECTURE_COMPLETE.md,29747,.md,HISTORICAL-REPORT,True,,ARCHIVE
atm_audit_2026_05_26/NEXT_PHASE_ATM_BURNIN_DRYRUN_PROMPT.md,1116,.md,HISTORICAL-REPORT,True,,ARCHIVE
atm_audit_2026_05_26/CAPITAL_ALLOCATION_AUDIT.md,16741,.md,HISTORICAL-REPORT,False,,ARCHIVE
atm_audit_2026_05_26/PROJECT_DOC_INDEX.md,28482,.md,HISTORICAL-REPORT,True,,ARCHIVE
atm_audit_2026_05_26/00_README.md,1114,.md,HISTORICAL-REPORT,True,,ARCHIVE
atm_audit_2026_05_26/HANDOFF_MANIFEST.md,3208,.md,HISTORICAL-REPORT,True,,ARCHIVE
atm_audit_2026_05_26/atm_reenable_config_proposal.md,1128,.md,HISTORICAL-REPORT,True,,ARCHIVE
atm_audit_2026_05_26/ATM_SYSTEM_AUDIT.md,19414,.md,HISTORICAL-REPORT,False,,ARCHIVE
atm_audit_2026_05_26/atm_reenable_modes.md,1163,.md,HISTORICAL-REPORT,True,,ARCHIVE
atm_audit_2026_05_26/atm_reenable_readiness_evidence.md,2305,.md,HISTORICAL-REPORT,True,,ARCHIVE
atm_audit_2026_05_26/ROOT_CAUSE_ATM_DEAD_2026_05_26.md,16012,.md,HISTORICAL-REPORT,True,project/ROOT_CAUSE_ATM_DEAD_2026_05_26.md,DELETE
atm_audit_2026_05_26/atm_reenable_burn_in_plan.md,1467,.md,HISTORICAL-REPORT,True,,ARCHIVE
atm_audit_2026_05_26/atm_reenable_operator_runbook.md,1815,.md,HISTORICAL-REPORT,True,,ARCHIVE
atm_audit_2026_05_26/atm_reenable_john_7_decisions.md,3789,.md,HISTORICAL-REPORT,True,,ARCHIVE
atm_audit_2026_05_26/TRADE_SUPERVISION_METHODOLOGY.md,28492,.md,HISTORICAL-REPORT,True,project/TRADE_SUPERVISION_METHODOLOGY.md,DELETE
atm_audit_2026_05_26/remediation_plan/P0_REMEDIATION_PLAN.md,6276,.md,HISTORICAL-REPORT,False,,ARCHIVE
atm_audit_2026_05_26/backups/safety_snapshot.txt,4701,.txt,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/backups/pre_atm_audit_source_backup_20260526_1110.tgz,3100059,.tgz,HEAVY-BINARY,False,,DELETE
atm_audit_2026_05_26/api_samples/execution_integrity.json,32843,.json,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/api_samples/atm_decisions.json,19881,.json,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/api_samples/atm_queue_preview.json,35,.json,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/api_samples/atm_strategy_health.json,6280,.json,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/api_samples/API_CAPTURE_SUMMARY.md,872,.md,HISTORICAL-REPORT,False,,ARCHIVE
atm_audit_2026_05_26/api_samples/atm_config.json,1994,.json,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/api_samples/atm_status.json,1953,.json,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/api_samples/paper_status.json,1085,.json,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/api_samples/cron_health.json,5124,.json,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/api_samples/system_health.json,2978,.json,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/api_samples/paper_proposals.json,839,.json,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/api_samples/execution_quality.json,15948,.json,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/api_samples/trade_ai_overview.json,224206,.json,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/session16b_seed_strategy_metadata.py,5986,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/report_stop_v20_open_trade_stop_tracking.py,7437,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/proposal_lifecycle.py,8987,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/telegram_callback_policy.py,4213,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/strategy_eligibility_gate_policy.py,4034,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/report_daily_momentum_scalp_boundary.py,7016,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/multi_strategy_classifier.py,31550,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/send_screener_schedule_health_alert.py,10143,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/proposal_intelligence_analyzer.py,19426,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/validate_alert_intelligence.py,7600,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/build_closed_trade_digest.py,5788,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/report_promoter_quote_age_gate_gap.py,3580,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/report_proposal_creation_paths.py,2966,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/open_trade_manager.py,27258,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/trade_ai_news_monitor.py,9672,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/atm_config_manager.py,5954,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/portfolio_stops.py,14554,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/telegram_alert_router.py,10473,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/proposal_decision_gate.py,8936,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/scalp_outcome_scorer.py,4450,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/portfolio_trade_journal.py,14436,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/strategy_rotation_engine.py,8344,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/discover_telegram_chat_id.py,3747,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/trade_ai_validator.py,9634,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/alert_dispatcher_unified.py,6873,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/report_proposal_source_attribution.py,3764,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/phase6_proposal_staleness_policy.py,8198,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/incubator_llm_screener.py,22492,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/reconcile_stop_v21_broker_stops.py,12246,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/send_alert_digest.py,3743,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/report_shadow_source_health.py,6492,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/report_journal_lesson_quality.py,3941,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/run_tradeai_regression.sh,3041,.sh,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/telegram_cio_summary.py,4518,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/run_quote_age_stale_proposal_review.py,4737,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/system_health_alerts.py,9562,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/simulate_paper_proposal_approval.py,9530,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/proposal_catalyst_quality.py,16715,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/strategy_watchpool.py,2815,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/check_llm_fleet_alerts.py,3474,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/pipeline_watchdog.py,10330,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/trade_ai_health.py,11701,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/ExecutionQuality.tsx,9072,.tsx,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/incubator_proposal_promoter.py,37335,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/telegram_reply_processor.py,8562,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/paper_trade_closer.py,11635,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/verify_arch4_no_proposal_no_trade_mutation.py,6307,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/paper_trade_monitor.py,20057,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/report_strategy_assignment_engine_audit.py,7235,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/paper_execution_sweep.py,4579,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/proposal_technical_snapshot.py,27028,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/proposal_execution_readiness.py,32288,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/session27_validate_tca_reconciliation_outcomes.py,5804,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/session18_signal_flow_health.py,3556,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/candidate_discovery_orchestrator.py,7241,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/sweep_stale_paper_proposals.py,8143,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/run_atp_alert_evaluator.py,8105,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/telegram_agent_router_bridge.py,943,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/report_strategy_fit_data_gaps.py,7836,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/proposal_enrichment_loop.py,32247,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/send_watchpool_maturity_alerts.py,5838,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/send_telegram_proposal_alert.py,8705,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/alert_event_writer.py,16462,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/incubator_falloff_lifecycle_policy.py,3785,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/strategy_router.py,17259,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/strategy_family_gate_policy.py,5504,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/atm_auto_approver.py,23021,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/rollback_alert1_telegram_cron.sh,697,.sh,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/run_agent_queue_health.py,4895,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/materialize_watchlist_strategy_cards.py,11005,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/trade_ai_orchestrator.py,42186,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/telegram_proposal_alert_policy.py,8026,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/report_strategy_fit_coverage.py,7644,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/report_invalid_strategy_assignments.py,4590,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/cleanup_stale_proposals.py,3570,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/strategy_regime_profiler.py,6574,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/multi_tier_trade_reviewer.py,22513,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/proposal_quality_reviewer.py,11063,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/paper_performance_governance.py,10570,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/post_trade_thesis_reviewer.py,24319,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/set_telegram_proposal_channel_env.py,2820,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/session24b_validate_strategy_playbook.py,7116,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/system_health_agent.py,21896,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/report_strategy_sample_size_governance.py,4033,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/report_finviz_screener_quality.py,7834,.py,SNAPSHOT-DUMP,True,,DELETE
atm_audit_2026_05_26/source_snapshot/handle_telegram_proposal_callback.py,7959,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/telegram_poller_watchdog.sh,1488,.sh,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/strategy_rule_engine.py,24407,.py,SNAPSHOT-DUMP,False,,DELETE
atm_audit_2026_05_26/source_snapshot/weekly_incubator_builder.py,12037,.py,SNAPSHOT-DUMP,True,,DELETE
